txn_id,date,year,month,day,month_index,member,member_clean,role,merchant,category,category_clean,subcategory,account,payment_method,direction,amount,signed_amount,amount_abs,income_amount,expense_amount,savings_amount,debt_amount,essential_amount,asset_amount,currency,recurring,recurring_value,essential,essential_value,source,location,location_clean,note,anomaly_issue,anomaly_severity,anomaly_score,duplicate_key
TXN00071,2021-02-10,2021,2,10,2,Kuba,Kuba,family,Bike Service,transport,transport,parking,credit_card,card,out,162.35,-162.35,162.35,0,162.35,0,0,162.35,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-02-10|Kuba|Bike Service|162.35|transport
TXN00072,2021-02-23,2021,2,23,2,Ola,Ola,family,Metro Pass,transport,transport,parking,credit_card,card,out,78.2,-78.2,78.2,0,78.2,0,0,78.2,0,PLN,false,0,true,1,card,Piaseczno,Piaseczno,,,none,0,2021-02-23|Ola|Metro Pass|78.2|transport
TXN00073,2021-02-09,2021,2,9,2,Anna,Anna,family,Metro Pass,transport,transport,service,credit_card,cash,out,95.19,-95.19,95.19,0,95.19,0,0,95.19,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-02-09|Anna|Metro Pass|95.19|transport
TXN00074,2021-02-18,2021,2,18,2,Marek,Marek,family,Rail Tickets,transport,transport,service,credit_card,card,out,92.91,-92.91,92.91,0,92.91,0,0,92.91,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-02-18|Marek|Rail Tickets|92.91|transport
TXN00075,2021-02-04,2021,2,4,2,Kuba,Kuba,family,Bike Service,transport,transport,fuel,credit_card,card,out,149.25,-149.25,149.25,0,149.25,0,0,149.25,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-02-04|Kuba|Bike Service|149.25|transport
TXN00076,2021-02-10,2021,2,10,2,Ola,Ola,child,Sports Club,school,school,tuition,credit_card,card,out,193.85,-193.85,193.85,0,193.85,0,0,193.85,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-02-10|Ola|Sports Club|193.85|school
TXN00077,2021-02-16,2021,2,16,2,Kuba,Kuba,child,Primary School,school,school,tuition,credit_card,card,out,218.94,-218.94,218.94,0,218.94,0,0,218.94,0,PLN,false,0,true,1,card,Piaseczno,Piaseczno,,,none,0,2021-02-16|Kuba|Primary School|218.94|school
TXN00078,2021-02-08,2021,2,8,2,Ola,Ola,child,Math Tutor,school,school,activities,credit_card,card,out,185.35,-185.35,185.35,0,185.35,0,0,185.35,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-02-08|Ola|Math Tutor|185.35|school
TXN00079,2021-02-23,2021,2,23,2,Ola,Ola,child,Sports Club,school,school,activities,credit_card,card,out,154.51,-154.51,154.51,0,154.51,0,0,154.51,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-02-23|Ola|Sports Club|154.51|school
TXN00080,2021-02-26,2021,2,26,2,Luna,Luna,dog,Pet Food Store,dog,dog,vet,credit_card,card,out,104.81,-104.81,104.81,0,104.81,0,0,104.81,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-02-26|Luna|Pet Food Store|104.81|dog
TXN00081,2021-02-13,2021,2,13,2,Luna,Luna,dog,Pet Insurance,dog,dog,food,credit_card,card,out,177.65,-177.65,177.65,0,177.65,0,0,177.65,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-02-13|Luna|Pet Insurance|177.65|dog
TXN00082,2021-02-01,2021,2,1,2,Luna,Luna,dog,Dog Groomer,dog,dog,grooming,credit_card,card,out,147.44,-147.44,147.44,0,147.44,0,0,147.44,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-02-01|Luna|Dog Groomer|147.44|dog
TXN00083,2021-02-25,2021,2,25,2,Kuba,Kuba,family,Clinic,healthcare,healthcare,visit,credit_card,card,out,251.2,-251.2,251.2,0,251.2,0,0,251.2,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-02-25|Kuba|Clinic|251.2|healthcare
TXN00084,2021-02-15,2021,2,15,2,Household,Household,family,StreamBox,subscriptions,subscriptions,digital,credit_card,direct_debit,out,42.34,-42.34,42.34,0,42.34,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-15|Household|StreamBox|42.34|subscriptions
TXN00085,2021-02-09,2021,2,9,2,Household,Household,family,Cloud Drive,subscriptions,subscriptions,digital,credit_card,direct_debit,out,25.2,-25.2,25.2,0,25.2,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-09|Household|Cloud Drive|25.2|subscriptions
TXN00086,2021-02-19,2021,2,19,2,Household,Household,family,Music Plus,subscriptions,subscriptions,digital,credit_card,direct_debit,out,29.23,-29.23,29.23,0,29.23,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-19|Household|Music Plus|29.23|subscriptions
TXN00087,2021-02-16,2021,2,16,2,Household,Household,family,Kids Learn,subscriptions,subscriptions,digital,credit_card,direct_debit,out,38.3,-38.3,38.3,0,38.3,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-16|Household|Kids Learn|38.3|subscriptions
TXN00088,2021-02-13,2021,2,13,2,Household,Household,family,Dog Tracker,subscriptions,subscriptions,digital,credit_card,direct_debit,out,18.14,-18.14,18.14,0,18.14,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-13|Household|Dog Tracker|18.14|subscriptions
TXN00089,2021-02-09,2021,2,9,2,Kuba,Kuba,family,Streaming Store,entertainment,entertainment,cinema,credit_card,card,out,212.14,-212.14,212.14,0,212.14,0,0,0,0,PLN,false,0,false,0,card,Warsaw,Warsaw,,,none,0,2021-02-09|Kuba|Streaming Store|212.14|entertainment
TXN00090,2021-02-14,2021,2,14,2,Household,Household,family,Car Service,repairs,repairs,home,checking,card,out,598.75,-598.75,598.75,0,598.75,0,0,0,0,PLN,false,0,false,0,card,Online,Online,,,none,0,2021-02-14|Household|Car Service|598.75|repairs
TXN00091,2021-02-27,2021,2,27,2,Household,Household,family,Savings Account,savings,savings,monthly_transfer,savings,bank_transfer,out,1202.4,-1202.4,1202.4,0,0,1202.4,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-02-27|Household|Savings Account|1202.4|savings
TXN00092,2021-02-28,2021,2,28,2,Household,Household,family,Brokerage ETF,investment,investment,etf,brokerage,bank_transfer,out,851.7,-851.7,851.7,0,0,851.7,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-02-28|Household|Brokerage ETF|851.7|investment
TXN00093,2021-03-26,2021,3,26,3,Anna,Anna,parent_salary,City Hospital,income,income,salary,checking,bank_transfer,in,8350,8350,8350,8350,0,0,0,0,0,PLN,true,1,true,1,payroll,Warsaw,Warsaw,monthly salary,,none,0,2021-03-26|Anna|City Hospital|8350|income
TXN00094,2021-03-23,2021,3,23,3,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,649.98,649.98,649.98,649.98,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-23|Marek|Design Client A|649.98|income
TXN00095,2021-03-14,2021,3,14,3,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,858.84,858.84,858.84,858.84,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-14|Marek|UX Workshop|858.84|income
TXN00096,2021-03-06,2021,3,6,3,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,481.77,481.77,481.77,481.77,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-06|Marek|UX Workshop|481.77|income
