txn_id,date,year,month,day,month_index,member,member_clean,role,merchant,category,category_clean,subcategory,account,payment_method,direction,amount,signed_amount,amount_abs,income_amount,expense_amount,savings_amount,debt_amount,essential_amount,asset_amount,currency,recurring,recurring_value,essential,essential_value,source,location,location_clean,note,anomaly_issue,anomaly_severity,anomaly_score,duplicate_key
TXN00072,2021-02-27,2021,2,27,2,Ola,Ola,child,Art Class,school,school,activities,credit_card,card,out,156.1,-156.1,156.1,0,156.1,0,0,156.1,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-02-27|Ola|Art Class|156.1|school
TXN00073,2021-02-03,2021,2,3,2,Ola,Ola,child,Primary School,school,school,activities,credit_card,card,out,95.27,-95.27,95.27,0,95.27,0,0,95.27,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-02-03|Ola|Primary School|95.27|school
TXN00074,2021-02-25,2021,2,25,2,Ola,Ola,child,Art Class,school,school,activities,credit_card,card,out,178.37,-178.37,178.37,0,178.37,0,0,178.37,0,PLN,false,0,true,1,card,Online,Online,,,none,0,2021-02-25|Ola|Art Class|178.37|school
TXN00075,2021-02-19,2021,2,19,2,Luna,Luna,dog,Dog Groomer,dog,dog,vet,credit_card,card,out,115.29,-115.29,115.29,0,115.29,0,0,115.29,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-02-19|Luna|Dog Groomer|115.29|dog
TXN00076,2021-02-12,2021,2,12,2,Luna,Luna,dog,Vet Clinic,dog,dog,vet,credit_card,card,out,137.08,-137.08,137.08,0,137.08,0,0,137.08,0,PLN,false,0,true,1,card,Praga,Praga,,,none,0,2021-02-12|Luna|Vet Clinic|137.08|dog
TXN00077,2021-02-16,2021,2,16,2,Ola,Ola,family,Pharmacy,healthcare,healthcare,dental,credit_card,card,out,138.04,-138.04,138.04,0,138.04,0,0,138.04,0,PLN,false,0,true,1,card,Mokotow,Mokotow,,,none,0,2021-02-16|Ola|Pharmacy|138.04|healthcare
TXN00078,2021-02-28,2021,2,28,2,Ola,Ola,family,Pharmacy,healthcare,healthcare,visit,credit_card,card,out,209.99,-209.99,209.99,0,209.99,0,0,209.99,0,PLN,false,0,true,1,card,Warsaw,Warsaw,,,none,0,2021-02-28|Ola|Pharmacy|209.99|healthcare
TXN00079,2021-02-12,2021,2,12,2,Household,Household,family,StreamBox,subscriptions,subscriptions,digital,credit_card,direct_debit,out,42.34,-42.34,42.34,0,42.34,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-12|Household|StreamBox|42.34|subscriptions
TXN00080,2021-02-14,2021,2,14,2,Household,Household,family,Cloud Drive,subscriptions,subscriptions,digital,credit_card,direct_debit,out,25.2,-25.2,25.2,0,25.2,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-14|Household|Cloud Drive|25.2|subscriptions
TXN00081,2021-02-15,2021,2,15,2,Household,Household,family,Music Plus,subscriptions,subscriptions,digital,credit_card,direct_debit,out,29.23,-29.23,29.23,0,29.23,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-15|Household|Music Plus|29.23|subscriptions
TXN00082,2021-02-19,2021,2,19,2,Household,Household,family,Kids Learn,subscriptions,subscriptions,digital,credit_card,direct_debit,out,38.3,-38.3,38.3,0,38.3,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-19|Household|Kids Learn|38.3|subscriptions
TXN00083,2021-02-16,2021,2,16,2,Household,Household,family,Dog Tracker,subscriptions,subscriptions,digital,credit_card,direct_debit,out,18.14,-18.14,18.14,0,18.14,0,0,0,0,PLN,true,1,false,0,subscription,Online,Online,,,none,0,2021-02-16|Household|Dog Tracker|18.14|subscriptions
TXN00084,2021-02-24,2021,2,24,2,Ola,Ola,family,Board Game Cafe,entertainment,entertainment,weekend,credit_card,card,out,214.19,-214.19,214.19,0,214.19,0,0,0,0,PLN,false,0,false,0,card,Praga,Praga,,,none,0,2021-02-24|Ola|Board Game Cafe|214.19|entertainment
TXN00085,2021-02-27,2021,2,27,2,Household,Household,family,Savings Account,savings,savings,monthly_transfer,savings,bank_transfer,out,1202.4,-1202.4,1202.4,0,0,1202.4,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-02-27|Household|Savings Account|1202.4|savings
TXN00086,2021-02-28,2021,2,28,2,Household,Household,family,Brokerage ETF,investment,investment,etf,brokerage,bank_transfer,out,851.7,-851.7,851.7,0,0,851.7,0,0,0,PLN,true,1,false,0,bank,Online,Online,,,none,0,2021-02-28|Household|Brokerage ETF|851.7|investment
TXN00087,2021-03-26,2021,3,26,3,Anna,Anna,parent_salary,City Hospital,income,income,salary,checking,bank_transfer,in,8350,8350,8350,8350,0,0,0,0,0,PLN,true,1,true,1,payroll,Warsaw,Warsaw,monthly salary,,none,0,2021-03-26|Anna|City Hospital|8350|income
TXN00088,2021-03-27,2021,3,27,3,Marek,Marek,parent_freelance,Design Client B,income,income,freelance,checking,bank_transfer,in,624.81,624.81,624.81,624.81,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-27|Marek|Design Client B|624.81|income
TXN00089,2021-03-13,2021,3,13,3,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,1094.66,1094.66,1094.66,1094.66,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-13|Marek|Design Client A|1094.66|income
TXN00090,2021-03-20,2021,3,20,3,Marek,Marek,parent_freelance,Consulting Client,income,income,freelance,checking,bank_transfer,in,441.89,441.89,441.89,441.89,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-20|Marek|Consulting Client|441.89|income
TXN00091,2021-03-18,2021,3,18,3,Marek,Marek,parent_freelance,Design Client B,income,income,freelance,checking,bank_transfer,in,852.73,852.73,852.73,852.73,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-18|Marek|Design Client B|852.73|income
TXN00092,2021-03-27,2021,3,27,3,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,904,904,904,904,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-27|Marek|UX Workshop|904|income
TXN00093,2021-03-15,2021,3,15,3,Marek,Marek,parent_freelance,Design Client B,income,income,freelance,checking,bank_transfer,in,914.32,914.32,914.32,914.32,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-15|Marek|Design Client B|914.32|income
TXN00094,2021-03-14,2021,3,14,3,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,782.29,782.29,782.29,782.29,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-14|Marek|Design Client A|782.29|income
TXN00095,2021-03-15,2021,3,15,3,Marek,Marek,parent_freelance,UX Workshop,income,income,freelance,checking,bank_transfer,in,968.65,968.65,968.65,968.65,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-15|Marek|UX Workshop|968.65|income
TXN00096,2021-03-07,2021,3,7,3,Marek,Marek,parent_freelance,Design Client A,income,income,freelance,checking,bank_transfer,in,893.31,893.31,893.31,893.31,0,0,0,0,0,PLN,false,0,false,0,invoice,Online,Online,,,none,0,2021-03-07|Marek|Design Client A|893.31|income
